,NumberOfInstances,NumberOfFeatures,NumberOfMissingValues,PercentageOfMissingValues,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,NumberOfBinaryFeatures,NumberOfClasses,NumberOfSymbolicFeatures,SkewnessMin,SkewnessMax,SkewnessMean,KurtosisMin,KurtosisMax,KurtosisMean
41164,8237.0,801.0,0.0,0.0,0.0,0.0,,,800.0,,,,,,,,0.0,7.0,1.0,,,,,,
41165,10000.0,7201.0,0.0,0.0,0.0,0.0,,,7200.0,,,,,,,,0.0,10.0,1.0,,,,,,
41166,58310.0,181.0,0.0,0.0,0.0,0.0,,,180.0,,,,,,,,0.0,10.0,1.0,,,,,,
41167,416188.0,61.0,0.0,0.0,0.0,0.0,,,60.0,,,,,,,,0.0,355.0,1.0,,,,,,
41168,83733.0,55.0,0.0,0.0,0.0,0.0,,,54.0,,,,,,,,0.0,4.0,1.0,,,,,,
41169,65196.0,28.0,0.0,0.0,0.0,0.0,,,27.0,,,,,,,,0.0,100.0,1.0,,,,,,
41170,44643.0,8.0,44643.0,12.5,44643.0,100.0,,,7.0,,,,,,,,0.0,,1.0,,,,,,
41187,2225.0,7.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,1.0,,,,,,
41228,981541.0,33.0,0.0,0.0,0.0,0.0,,,32.0,,,,,,,,1.0,2.0,1.0,,,,,,
41265,1307.0,8.0,0.0,0.0,0.0,0.0,,,8.0,,,,,,,,0.0,0.0,0.0,,,,,,
41463,91298.0,2.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,0.0,0.0,0.0,,,,,,
41464,645.0,279.0,0.0,0.0,0.0,0.0,,,258.0,,,,,,,,20.0,,21.0,,,,,,
41465,593.0,78.0,0.0,0.0,0.0,0.0,,,72.0,,,,,,,,6.0,,6.0,,,,,,
41466,1702.0,1054.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1054.0,,1054.0,,,,,,
41467,662.0,1212.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1212.0,,1212.0,,,,,,
41468,2000.0,140.0,0.0,0.0,0.0,0.0,,,135.0,,,,,,,,5.0,,5.0,,,,,,
41469,1460.0,1079.0,0.0,0.0,0.0,0.0,,,1004.0,,,,,,,,75.0,,75.0,,,,,,
41470,2000.0,250.0,0.0,0.0,0.0,0.0,,,243.0,,,,,,,,7.0,,7.0,,,,,,
41471,2407.0,300.0,0.0,0.0,0.0,0.0,,,294.0,,,,,,,,6.0,,6.0,,,,,,
41472,3782.0,1101.0,0.0,0.0,0.0,0.0,,,1079.0,,,,,,,,22.0,,22.0,,,,,,
41473,2417.0,117.0,0.0,0.0,0.0,0.0,,,103.0,,,,,,,,14.0,,14.0,,,,,,
41474,49.0,36.0,0.0,0.0,0.0,0.0,,,36.0,,,,,,,,0.0,,0.0,,,,,,
41475,337.0,417.0,0.0,0.0,0.0,0.0,,,417.0,,,,,,,,0.0,,0.0,,,,,,
41476,296.0,417.0,0.0,0.0,0.0,0.0,,,417.0,,,,,,,,0.0,,0.0,,,,,,
41477,154.0,18.0,0.0,0.0,0.0,0.0,,,18.0,,,,,,,,0.0,,0.0,,,,,,
41478,768.0,10.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,0.0,,0.0,,,,,,
41479,359.0,18.0,0.0,0.0,0.0,0.0,,,18.0,,,,,,,,0.0,,0.0,,,,,,
41482,639.0,413.0,10012.0,3.7937606808459043,639.0,100.0,,,413.0,,,,,,,,0.0,,0.0,,,,,,
41483,9125.0,72.0,3264.0,0.4968036529680365,120.0,1.315068493150685,,,72.0,,,,,,,,0.0,,0.0,,,,,,
41484,9125.0,584.0,356160.0,6.683430287108276,1446.0,15.846575342465755,,,584.0,,,,,,,,0.0,,0.0,,,,,,
41485,9803.0,296.0,0.0,0.0,0.0,0.0,,,296.0,,,,,,,,0.0,,0.0,,,,,,
41486,8966.0,77.0,0.0,0.0,0.0,0.0,,,77.0,,,,,,,,0.0,,0.0,,,,,,
41487,1137.0,26.0,9255.0,31.30708341790136,994.0,87.42304309586632,,,26.0,,,,,,,,0.0,,0.0,,,,,,
41488,323.0,13.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,6.0,,10.0,,,,,,
41489,1066.0,13.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,4.0,,10.0,,,,,,
41490,103.0,10.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,0.0,,0.0,,,,,,
41491,1060.0,30.0,0.0,0.0,0.0,0.0,,,30.0,,,,,,,,0.0,,0.0,,,,,,
41492,404.0,31.0,0.0,0.0,0.0,0.0,,,30.0,,,,,,,,1.0,,1.0,,,,,,
41496,358.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,2.0,1.0,,,,,,
41506,36203.0,18.0,8971.0,1.3766507993505757,8971.0,24.77971438831036,,,18.0,,,,,,,,0.0,0.0,0.0,,,,,,
41510,150.0,5.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,0.0,,1.0,,,,,,
41511,150.0,5.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,0.0,3.0,1.0,,,,,,
41514,442.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
41515,442.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
41516,442.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
41517,442.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
41518,442.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
41519,442.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
41521,14.0,5.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,2.0,2.0,3.0,,,,,,
41523,15547.0,61.0,280.0,0.029524435160649832,14.0,0.09004952723998198,,,61.0,,,,,,,,0.0,0.0,0.0,,,,,,
41524,15547.0,61.0,280.0,0.029524435160649832,14.0,0.09004952723998198,,,61.0,,,,,,,,0.0,0.0,0.0,,,,,,
41525,15547.0,61.0,280.0,0.029524435160649832,14.0,0.09004952723998198,,,61.0,,,,,,,,0.0,0.0,0.0,,,,,,
41526,15547.0,61.0,280.0,0.029524435160649832,14.0,0.09004952723998198,,,60.0,,,,,,,,1.0,2.0,1.0,,,,,,
41533,1637.0,9839.0,1.3231887E7,82.15275712955368,1637.0,100.0,,,9838.0,,,,,,,,0.0,3.0,0.0,,,,,,
41538,246.0,7.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,3.0,2.0,7.0,,,,,,
41539,16755.0,4.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,0.0,0.0,2.0,,,,,,
41540,166821.0,10.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,1.0,0.0,4.0,,,,,,
41542,16484.0,62.0,0.0,0.0,0.0,0.0,,,62.0,,,,,,,,0.0,,0.0,,,,,,
41544,14.0,5.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,2.0,2.0,3.0,,,,,,
41545,593.0,78.0,0.0,0.0,0.0,0.0,,,72.0,,,,,,,,6.0,,6.0,,,,,,
41546,2000.0,140.0,0.0,0.0,0.0,0.0,,,135.0,,,,,,,,5.0,,5.0,,,,,,
41547,2000.0,250.0,0.0,0.0,0.0,0.0,,,243.0,,,,,,,,7.0,,7.0,,,,,,
41548,2407.0,300.0,0.0,0.0,0.0,0.0,,,294.0,,,,,,,,6.0,,6.0,,,,,,
41549,49.0,36.0,0.0,0.0,0.0,0.0,,,36.0,,,,,,,,0.0,,0.0,,,,,,
41550,337.0,417.0,0.0,0.0,0.0,0.0,,,417.0,,,,,,,,0.0,,0.0,,,,,,
41551,296.0,417.0,0.0,0.0,0.0,0.0,,,417.0,,,,,,,,0.0,,0.0,,,,,,
41552,154.0,18.0,0.0,0.0,0.0,0.0,,,18.0,,,,,,,,0.0,,0.0,,,,,,
41553,768.0,10.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,0.0,,0.0,,,,,,
41554,359.0,18.0,0.0,0.0,0.0,0.0,,,18.0,,,,,,,,0.0,,0.0,,,,,,
41555,1137.0,26.0,9255.0,31.30708341790136,994.0,87.42304309586632,,,26.0,,,,,,,,0.0,,0.0,,,,,,
41556,323.0,13.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,6.0,,10.0,,,,,,
41557,1066.0,13.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,4.0,,10.0,,,,,,
41558,103.0,10.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,0.0,,0.0,,,,,,
41559,404.0,31.0,0.0,0.0,0.0,0.0,,,30.0,,,,,,,,1.0,,1.0,,,,,,
41567,150.0,5.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,0.0,,1.0,,,,,,
41568,150.0,5.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,0.0,3.0,1.0,,,,,,
41582,150.0,5.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,0.0,,1.0,,,,,,
41583,150.0,5.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,0.0,3.0,1.0,,,,,,
41668,8.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,,1.0,,,,,,
41669,140.0,4.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,0.0,,1.0,,,,,,
41671,20000.0,21.0,0.0,0.0,0.0,0.0,,,20.0,,,,,,,,0.0,5.0,1.0,,,,,,
41672,539383.0,8.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,1.0,2.0,5.0,,,,,,
41674,14.0,5.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,2.0,2.0,3.0,,,,,,
41675,14.0,5.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,2.0,2.0,3.0,,,,,,
41679,14.0,5.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,2.0,2.0,3.0,,,,,,
41680,14.0,5.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,2.0,2.0,3.0,,,,,,
41682,14.0,5.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,2.0,2.0,3.0,,,,,,
41684,14.0,5.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,2.0,2.0,3.0,,,,,,
41685,14.0,5.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,2.0,2.0,3.0,,,,,,
41700,2108.0,27.0,0.0,0.0,0.0,0.0,,,24.0,,,,,,,,0.0,0.0,2.0,,,,,,
41701,527.0,27.0,0.0,0.0,0.0,0.0,,,24.0,,,,,,,,0.0,4.0,2.0,,,,,,
41702,1090.0,148.0,0.0,0.0,0.0,0.0,,,145.0,,,,,,,,0.0,0.0,2.0,,,,,,
41703,218.0,148.0,0.0,0.0,0.0,0.0,,,145.0,,,,,,,,0.0,5.0,2.0,,,,,,
41704,14234.0,143.0,200838.0,9.866949125063499,2398.0,16.846986089644513,,,140.0,,,,,,,,0.0,0.0,2.0,,,,,,
41705,1294.0,143.0,18258.0,9.866949125063499,218.0,16.846986089644513,,,140.0,,,,,,,,0.0,11.0,2.0,,,,,,
41707,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41708,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41709,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41710,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41711,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41712,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41713,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41714,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41715,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41716,1834.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41717,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41718,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41719,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41720,1837.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41721,1834.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41722,1835.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41723,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41724,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41725,1834.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41726,1834.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41727,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41728,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41729,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41730,1835.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41731,1837.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41732,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41733,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41734,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41735,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41736,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41737,1834.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41738,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41739,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41740,1833.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41741,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41742,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41743,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41744,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41745,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41746,1831.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41747,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41748,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41749,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41750,1834.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41751,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41752,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41753,1833.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41754,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41755,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41756,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41757,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41758,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41759,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41760,1834.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41761,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41762,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41763,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41764,1834.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41765,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41766,1835.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41767,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41768,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41769,1834.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41770,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41771,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41772,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41773,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41774,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41775,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41776,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41777,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41778,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41779,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41780,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41781,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41782,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41783,1836.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41784,1834.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41785,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41786,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41787,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41788,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41789,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41790,1834.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41791,1837.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41792,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41793,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41794,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41795,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41796,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41797,1835.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41798,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41799,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41800,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41801,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41802,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41803,1833.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41804,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41805,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41806,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41807,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41808,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41809,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41810,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41811,1831.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41812,1837.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41813,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41814,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41815,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41816,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41817,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41818,1834.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41819,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41820,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41821,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41822,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41823,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41824,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41825,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41826,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41827,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41828,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41829,1828.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41830,1828.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41831,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41832,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41833,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41834,1833.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41835,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41836,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41837,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41838,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41839,1834.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41840,375840.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41841,1832.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41842,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41843,43825.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
41844,1835.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
